BIO	TOPO	TYPE
TI021677	همذان	TOPO_PR
TI021677	34.79922@48.51456	TOID_PR
TI021678	500	DEATH_AH
TI021678	العراق	TOPO_SE
TI021678	32.270413@45.032959	TOID_SE
TI021678	مرو	TOPO_SE
TI021678	37.662631@62.191501	TOID_SE
TI021678	نيسابور	TOPO_PR
TI021678	36.21329@58.79576	TOID_PR
TI021678	بغداد	TOPO_SE
TI021678	33.340309@44.344082	TOID_SE
TI021678	قم	TOPO_SE
TI021678	34.6401@50.8764	TOID_SE
TI021679	500	DEATH_AH
TI021679	NoToponym	TOPO_NO
TI021680	500	DEATH_AH
TI021680	دمشق	TOPO_PR
TI021680	33.511603@36.306633	TOID_PR
TI021680	حلب	TOPO_SE
TI021680	36.20124@37.16117	TOID_SE
TI021681	500	DEATH_AH
TI021681	NoToponym	TOPO_NO
TI021682	500	DEATH_AH
TI021682	بغداد	TOPO_PR
TI021682	33.340309@44.344082	TOID_PR
TI021683	500	DEATH_AH
TI021683	حلب	TOPO_SE
TI021683	36.20124@37.16117	TOID_SE
TI021683	دمشق	TOPO_PR
TI021683	33.511603@36.306633	TOID_PR
TI021684	500	DEATH_AH
TI021684	طرابلس	TOPO_SE
TI021684	32.87519@13.18746	TOID_SE
TI021684	دمشق	TOPO_SE
TI021684	33.511603@36.306633	TOID_SE
TI021684	طرابلس	TOPO_SE
TI021684	34.436476@35.833969	TOID_SE
TI021684	حلب	TOPO_SE
TI021684	36.20124@37.16117	TOID_SE
TI021684	الشام	TOPO_PR
TI021684	34.672973@37.155762	TOID_PR
TI021685	500	DEATH_AH
TI021685	NoToponym	TOPO_NO
TI021686	500	DEATH_AH
TI021686	المغرب	TOPO_PR
TI021686	33.291967@-4.790039	TOID_PR
TI021686	اغمات	TOPO_SE
TI021686	31.4225@-7.801111	TOID_SE
TI021687	500	DEATH_AH
TI021687	NoToponym	TOPO_NO
TI021688	500	DEATH_AH
TI021688	المرية	TOPO_PR
TI021688	36.83814@-2.45974	TOID_PR
TI021689	500	DEATH_AH
TI021689	NoToponym	TOPO_NO
TI021690	500	DEATH_AH
TI021690	ابيورد	TOPO_PR
TI021690	37.345703@59.52884	TOID_PR
TI021691	500	DEATH_AH
TI021691	بغداد	TOPO_PR
TI021691	33.340309@44.344082	TOID_PR
TI021692	500	DEATH_AH
TI021692	الموصل	TOPO_PR
TI021692	36.335@43.11889	TOID_PR
TI021693	500	DEATH_AH
TI021693	مكة	TOPO_PR
TI021693	21.416667@39.816667	TOID_PR
TI021694	500	DEATH_AH
TI021694	NoToponym	TOPO_NO
TI021695	500	DEATH_AH
TI021695	NoToponym	TOPO_NO
TI021696	500	DEATH_AH
TI021696	اصبهان	TOPO_PR
TI021696	32.65722@51.67761	TOID_PR
TI021697	500	DEATH_AH
TI021697	الاندلس	TOPO_PR
TI021697	39.578597@-3.735352	TOID_PR
TI021697	مراكش	TOPO_SE
TI021697	31.63416@-7.99994	TOID_SE
TI021697	قرطبة	TOPO_SE
TI021697	37.88333@-4.76667	TOID_SE
TI021698	500	DEATH_AH
TI021698	NoToponym	TOPO_NO
TI021699	500	DEATH_AH
TI021699	NoToponym	TOPO_NO
TI021700	500	DEATH_AH
TI021700	NoToponym	TOPO_NO
TI021701	500	DEATH_AH
TI021701	غرناطة	TOPO_PR
TI021701	37.18817@-3.60667	TOID_PR
TI021702	500	DEATH_AH
TI021702	NoToponym	TOPO_NO
TI021703	500	DEATH_AH
TI021703	بغداد	TOPO_PR
TI021703	33.340309@44.344082	TOID_PR
TI021704	500	DEATH_AH
TI021704	NoToponym	TOPO_NO
TI021705	500	DEATH_AH
TI021705	اصبهان	TOPO_PR
TI021705	32.65722@51.67761	TOID_PR
TI021706	500	DEATH_AH
TI021706	خراسان	TOPO_PR
TI021706	36.564365@58.831787	TOID_PR
TI021706	بغداد	TOPO_SE
TI021706	33.340309@44.344082	TOID_SE
TI021706	بروجرد	TOPO_SE
TI021706	33.8973@48.7516	TOID_SE
TI021706	اصبهان	TOPO_SE
TI021706	32.65722@51.67761	TOID_SE
TI021707	500	DEATH_AH
TI021707	بلخ	TOPO_SE
TI021707	36.75635@66.8972	TOID_SE
TI021707	بوشنج	TOPO_SE
TI021707	34.34264@61.74675	TOID_SE
TI021707	مرو	TOPO_PR
TI021707	37.662631@62.191501	TOID_PR
TI021708	500	DEATH_AH
TI021708	NoToponym	TOPO_NO
TI021709	500	DEATH_AH
TI021709	اصبهان	TOPO_SE
TI021709	32.65722@51.67761	TOID_SE
TI021709	امل	TOPO_SE
TI021709	39.085411@63.535995	TOID_SE
TI021709	نيسابور	TOPO_SE
TI021709	36.21329@58.79576	TOID_SE
TI021709	طبرستان	TOPO_SE
TI021709	36.318666@52.844238	TOID_SE
TI021709	الحجاز	TOPO_SE
TI021709	23.285756@39.572754	TOID_SE
TI021709	مكة	TOPO_PR
TI021709	21.416667@39.816667	TOID_PR
TI021709	امل	TOPO_SE
TI021709	36.46961@52.35072	TOID_SE
TI021710	500	DEATH_AH
TI021710	الاندلس	TOPO_SE
TI021710	39.578597@-3.735352	TOID_SE
TI021710	مراكش	TOPO_SE
TI021710	31.63416@-7.99994	TOID_SE
TI021710	جيان	TOPO_PR
TI021710	37.765739@-3.789518	TOID_PR
TI021710	الزهراء	TOPO_SE
TI021710	37.888029@-4.867787	TOID_SE
TI021710	قرطبة	TOPO_SE
TI021710	37.88333@-4.76667	TOID_SE
TI021711	500	DEATH_AH
TI021711	بغداد	TOPO_SE
TI021711	33.340309@44.344082	TOID_SE
TI021711	آمد	TOPO_SE
TI021711	37.91583@40.21889	TOID_SE
TI021711	خلاط	TOPO_SE
TI021711	38.75178@42.48135	TOID_SE
TI021711	دمشق	TOPO_SE
TI021711	33.511603@36.306633	TOID_SE
TI021711	القدس	TOPO_PR
TI021711	31.76904@35.21633	TOID_PR
TI021711	الجزيرة	TOPO_SE
TI021711	36.582011@42.484131	TOID_SE
TI021711	ماردين	TOPO_SE
TI021711	37.31309@40.74357	TOID_SE
TI021711	نصيبين	TOPO_SE
TI021711	37.0778@41.2178	TOID_SE
TI021711	الموصل	TOPO_SE
TI021711	36.335@43.11889	TOID_SE
TI021712	500	DEATH_AH
TI021712	NoToponym	TOPO_NO
TI021713	500	DEATH_AH
TI021713	NoToponym	TOPO_NO
TI021714	500	DEATH_AH
TI021714	NoToponym	TOPO_NO
TI021715	500	DEATH_AH
TI021715	قرطبة	TOPO_SE
TI021715	37.88333@-4.76667	TOID_SE
TI021715	مصر	TOPO_PR
TI021715	30.08383@31.231384	TOID_PR
TI021716	500	DEATH_AH
TI021716	بغداد	TOPO_PR
TI021716	33.340309@44.344082	TOID_PR
TI021717	500	DEATH_AH
TI021717	طوس	TOPO_PR
TI021717	36.4849@59.4979	TOID_PR
TI021718	500	DEATH_AH
TI021718	بغداد	TOPO_PR
TI021718	33.340309@44.344082	TOID_PR
TI021718	اسفرايين	TOPO_SE
TI021718	37.076389@57.51	TOID_SE
TI021719	500	DEATH_AH
TI021719	NoToponym	TOPO_NO
TI021720	500	DEATH_AH
TI021720	بغداد	TOPO_SE
TI021720	33.340309@44.344082	TOID_SE
TI021720	فيد	TOPO_PR
TI021720	27.11423@42.51818	TOID_PR
TI021720	همذان	TOPO_SE
TI021720	34.79922@48.51456	TOID_SE
TI021721	500	DEATH_AH
TI021721	NoToponym	TOPO_NO
TI021722	500	DEATH_AH
TI021722	الموصل	TOPO_PR
TI021722	36.335@43.11889	TOID_PR
TI021723	500	DEATH_AH
TI021723	واسط	TOPO_PR
TI021723	32.5128@45.81817	TOID_PR
TI021723	بغداد	TOPO_SE
TI021723	33.340309@44.344082	TOID_SE
TI021724	500	DEATH_AH
TI021724	مالقة	TOPO_SE
TI021724	36.719648@-4.420016	TOID_SE
TI021724	غرناطة	TOPO_PR
TI021724	37.18817@-3.60667	TOID_PR
TI021725	500	DEATH_AH
TI021725	بغداد	TOPO_PR
TI021725	33.340309@44.344082	TOID_PR
TI021726	500	DEATH_AH
TI021726	NoToponym	TOPO_NO
TI021727	500	DEATH_AH
TI021727	خراسان	TOPO_PR
TI021727	36.564365@58.831787	TOID_PR
TI021728	500	DEATH_AH
TI021728	بغداد	TOPO_PR
TI021728	33.340309@44.344082	TOID_PR
TI021729	500	DEATH_AH
TI021729	NoToponym	TOPO_NO
TI021730	500	DEATH_AH
TI021730	NoToponym	TOPO_NO
TI021731	500	DEATH_AH
TI021731	دمشق	TOPO_PR
TI021731	33.511603@36.306633	TOID_PR
TI021732	500	DEATH_AH
TI021732	مكة	TOPO_PR
TI021732	21.416667@39.816667	TOID_PR
TI021733	500	DEATH_AH
TI021733	NoToponym	TOPO_NO
TI021734	500	DEATH_AH
TI021734	NoToponym	TOPO_NO
TI021735	500	DEATH_AH
TI021735	بغداد	TOPO_PR
TI021735	33.340309@44.344082	TOID_PR
TI021736	500	DEATH_AH
TI021736	NoToponym	TOPO_NO
TI021737	500	DEATH_AH
TI021737	NoToponym	TOPO_NO
TI021738	500	DEATH_AH
TI021738	دارا	TOPO_PR
TI021738	37.177702@40.952826	TOID_PR
TI021739	500	DEATH_AH
TI021739	NoToponym	TOPO_NO
TI021740	500	DEATH_AH
TI021740	اصبهان	TOPO_PR
TI021740	32.65722@51.67761	TOID_PR
TI021741	500	DEATH_AH
TI021741	المدينة	TOPO_PR
TI021741	24.46861@39.61417	TOID_PR
TI021741	مراغة	TOPO_SE
TI021741	37.389167@46.2375	TOID_SE
TI021742	500	DEATH_AH
TI021742	نيسابور	TOPO_SE
TI021742	36.21329@58.79576	TOID_SE
TI021742	طوس	TOPO_PR
TI021742	36.4849@59.4979	TOID_PR
TI021743	500	DEATH_AH
TI021743	نيسابور	TOPO_PR
TI021743	36.21329@58.79576	TOID_PR
TI021743	بغداد	TOPO_SE
TI021743	33.340309@44.344082	TOID_SE
TI021744	500	DEATH_AH
TI021744	NoToponym	TOPO_NO
TI021745	500	DEATH_AH
TI021745	NoToponym	TOPO_NO
TI021746	500	DEATH_AH
TI021746	NoToponym	TOPO_NO
TI021747	500	DEATH_AH
TI021747	NoToponym	TOPO_NO
TI021748	500	DEATH_AH
TI021748	قرطبة	TOPO_PR
TI021748	37.88333@-4.76667	TOID_PR
TI021749	500	DEATH_AH
TI021749	NoToponym	TOPO_NO
TI021750	500	DEATH_AH
TI021750	الموصل	TOPO_PR
TI021750	36.335@43.11889	TOID_PR
TI021751	500	DEATH_AH
TI021751	NoToponym	TOPO_NO
TI021752	500	DEATH_AH
TI021752	بغداد	TOPO_PR
TI021752	33.340309@44.344082	TOID_PR
TI021753	500	DEATH_AH
TI021753	البصرة	TOPO_PR
TI021753	30.53302@47.79747	TOID_PR
TI021753	بغداد	TOPO_SE
TI021753	33.340309@44.344082	TOID_SE
TI021753	دارا	TOPO_SE
TI021753	37.177702@40.952826	TOID_SE
TI021753	الكوفة	TOPO_SE
TI021753	32.03472@44.40333	TOID_SE
TI021754	500	DEATH_AH
TI021754	الكوفة	TOPO_PR
TI021754	32.03472@44.40333	TOID_PR
TI021754	اصبهان	TOPO_SE
TI021754	32.65722@51.67761	TOID_SE
TI021754	مرو	TOPO_SE
TI021754	37.662631@62.191501	TOID_SE
TI021754	بغداد	TOPO_SE
TI021754	33.340309@44.344082	TOID_SE
TI021755	500	DEATH_AH
TI021755	همذان	TOPO_PR
TI021755	34.79922@48.51456	TOID_PR
TI021755	بغداد	TOPO_SE
TI021755	33.340309@44.344082	TOID_SE
TI021756	500	DEATH_AH
TI021756	بغداد	TOPO_PR
TI021756	33.340309@44.344082	TOID_PR
TI021757	500	DEATH_AH
TI021757	NoToponym	TOPO_NO
TI021758	500	DEATH_AH
TI021758	NoToponym	TOPO_NO
TI021759	500	DEATH_AH
TI021759	اصبهان	TOPO_PR
TI021759	32.65722@51.67761	TOID_PR
TI021759	بغداد	TOPO_SE
TI021759	33.340309@44.344082	TOID_SE
TI021759	مكة	TOPO_SE
TI021759	21.416667@39.816667	TOID_SE
TI021760	500	DEATH_AH
TI021760	الحجاز	TOPO_SE
TI021760	23.285756@39.572754	TOID_SE
TI021760	نيسابور	TOPO_SE
TI021760	36.21329@58.79576	TOID_SE
TI021760	طوس	TOPO_PR
TI021760	36.4849@59.4979	TOID_PR
TI021761	500	DEATH_AH
TI021761	بغداد	TOPO_PR
TI021761	33.340309@44.344082	TOID_PR
TI021761	نيسابور	TOPO_SE
TI021761	36.21329@58.79576	TOID_SE
TI021761	اصبهان	TOPO_SE
TI021761	32.65722@51.67761	TOID_SE
TI021761	زنجان	TOPO_SE
TI021761	36.6736@48.4787	TOID_SE
TI021762	500	DEATH_AH
TI021762	بغداد	TOPO_PR
TI021762	33.340309@44.344082	TOID_PR
TI021763	500	DEATH_AH
TI021763	NoToponym	TOPO_NO
TI021764	500	DEATH_AH
TI021764	دمشق	TOPO_SE
TI021764	33.511603@36.306633	TOID_SE
TI021764	مصر	TOPO_SE
TI021764	30.08383@31.231384	TOID_SE
TI021764	مكة	TOPO_SE
TI021764	21.416667@39.816667	TOID_SE
TI021764	الموصل	TOPO_SE
TI021764	36.335@43.11889	TOID_SE
TI021764	السودان	TOPO_SE
TI021764	18.904208@32.827148	TOID_SE
TI021764	بغداد	TOPO_PR
TI021764	33.340309@44.344082	TOID_PR
TI021765	500	DEATH_AH
TI021765	NoToponym	TOPO_NO
TI021766	500	DEATH_AH
TI021766	NoToponym	TOPO_NO
TI021767	500	DEATH_AH
TI021767	اشبيلية	TOPO_PR
TI021767	37.38241@-5.97613	TOID_PR
TI021767	مالقة	TOPO_SE
TI021767	36.719648@-4.420016	TOID_SE
TI021768	500	DEATH_AH
TI021768	بغداد	TOPO_PR
TI021768	33.340309@44.344082	TOID_PR
TI021768	شيراز	TOPO_SE
TI021768	29.61031@52.53114	TOID_SE
TI021768	بسطام	TOPO_SE
TI021768	36.48534@54.99959	TOID_SE
TI021769	500	DEATH_AH
TI021769	NoToponym	TOPO_NO
TI021770	500	DEATH_AH
TI021770	الموصل	TOPO_PR
TI021770	36.335@43.11889	TOID_PR
TI021771	500	DEATH_AH
TI021771	مرو	TOPO_SE
TI021771	37.662631@62.191501	TOID_SE
TI021771	الكوفة	TOPO_SE
TI021771	32.03472@44.40333	TOID_SE
TI021771	اصبهان	TOPO_SE
TI021771	32.65722@51.67761	TOID_SE
TI021771	البصرة	TOPO_PR
TI021771	30.53302@47.79747	TOID_PR
TI021771	الموصل	TOPO_SE
TI021771	36.335@43.11889	TOID_SE
TI021772	500	DEATH_AH
TI021772	NoToponym	TOPO_NO
TI021773	500	DEATH_AH
TI021773	همذان	TOPO_PR
TI021773	34.79922@48.51456	TOID_PR
TI021774	500	DEATH_AH
TI021774	سبتة	TOPO_SE
TI021774	35.89028@-5.3075	TOID_SE
TI021774	فاس	TOPO_SE
TI021774	34.033333@-5	TOID_SE
TI021774	قرطبة	TOPO_PR
TI021774	37.88333@-4.76667	TOID_PR
TI021774	جيان	TOPO_SE
TI021774	37.765739@-3.789518	TOID_SE
TI021775	500	DEATH_AH
TI021775	بطليوس	TOPO_SE
TI021775	38.87789@-6.97061	TOID_SE
TI021775	السودان	TOPO_SE
TI021775	18.904208@32.827148	TOID_SE
TI021775	طليطلة	TOPO_SE
TI021775	39.8581@-4.02263	TOID_SE
TI021775	سبتة	TOPO_SE
TI021775	35.89028@-5.3075	TOID_SE
TI021775	دمشق	TOPO_SE
TI021775	33.511603@36.306633	TOID_SE
TI021775	مراكش	TOPO_PR
TI021775	31.63416@-7.99994	TOID_PR
TI021775	العراق	TOPO_SE
TI021775	32.270413@45.032959	TOID_SE
TI021775	قرطبة	TOPO_SE
TI021775	37.88333@-4.76667	TOID_SE
TI021775	الجزيرة	TOPO_SE
TI021775	36.582011@42.484131	TOID_SE
TI021775	تلمسان	TOPO_SE
TI021775	34.882776@-1.31667	TOID_SE
TI021775	المغرب	TOPO_SE
TI021775	33.291967@-4.790039	TOID_SE
TI021775	اشبيلية	TOPO_SE
TI021775	37.38241@-5.97613	TOID_SE
TI021775	المرية	TOPO_SE
TI021775	36.83814@-2.45974	TOID_SE
TI021775	المدينة	TOPO_SE
TI021775	24.46861@39.61417	TOID_SE
TI021775	الاندلس	TOPO_SE
TI021775	39.578597@-3.735352	TOID_SE
TI021775	فاس	TOPO_SE
TI021775	34.033333@-5	TOID_SE
TI021775	غرناطة	TOPO_SE
TI021775	37.18817@-3.60667	TOID_SE
TI021775	اغمات	TOPO_SE
TI021775	31.4225@-7.801111	TOID_SE
TI021776	500	DEATH_AH
TI021776	NoToponym	TOPO_NO
TI021777	500	DEATH_AH
TI021777	فارس	TOPO_SE
TI021777	29.079216@52.756348	TOID_SE
TI021777	سبتة	TOPO_SE
TI021777	35.89028@-5.3075	TOID_SE
TI021777	الاندلس	TOPO_SE
TI021777	39.578597@-3.735352	TOID_SE
TI021777	العراق	TOPO_PR
TI021777	32.270413@45.032959	TOID_PR
TI021777	فاس	TOPO_SE
TI021777	34.033333@-5	TOID_SE
TI021778	500	DEATH_AH
TI021778	NoToponym	TOPO_NO
TI021779	500	DEATH_AH
TI021779	NoToponym	TOPO_NO
TI021780	500	DEATH_AH
TI021780	NoToponym	TOPO_NO
TI021781	500	DEATH_AH
TI021781	NoToponym	TOPO_NO
TI021782	500	DEATH_AH
TI021782	NoToponym	TOPO_NO
TI021783	500	DEATH_AH
TI021783	الشام	TOPO_PR
TI021783	34.672973@37.155762	TOID_PR
TI021783	العراق	TOPO_SE
TI021783	32.270413@45.032959	TOID_SE
TI021783	اليمن	TOPO_SE
TI021783	14.953277@44.868164	TOID_SE
TI021783	المعرة	TOPO_SE
TI021783	35.64903@36.680259	TOID_SE
TI021783	اصبهان	TOPO_SE
TI021783	32.65722@51.67761	TOID_SE
TI021783	مكة	TOPO_SE
TI021783	21.416667@39.816667	TOID_SE
TI021783	بغداد	TOPO_SE
TI021783	33.340309@44.344082	TOID_SE
TI021784	500	DEATH_AH
TI021784	بغداد	TOPO_SE
TI021784	33.340309@44.344082	TOID_SE
TI021784	غزنة	TOPO_PR
TI021784	33.55356@68.42689	TOID_PR
TI021784	مصر	TOPO_SE
TI021784	30.08383@31.231384	TOID_SE
TI021784	بلخ	TOPO_SE
TI021784	36.75635@66.8972	TOID_SE
TI021784	دمشق	TOPO_SE
TI021784	33.511603@36.306633	TOID_SE
TI021784	الهند	TOPO_SE
TI021784	25.526581@71.740723	TOID_SE
TI021785	500	DEATH_AH
TI021785	بغداد	TOPO_PR
TI021785	33.340309@44.344082	TOID_PR
TI021785	ريدة	TOPO_SE
TI021785	15.81421@44.04085	TOID_SE
TI021786	500	DEATH_AH
TI021786	NoToponym	TOPO_NO
TI021787	500	DEATH_AH
TI021787	نهاوند	TOPO_PR
TI021787	34.188611@48.376944	TOID_PR
TI021788	500	DEATH_AH
TI021788	NoToponym	TOPO_NO
TI021789	500	DEATH_AH
TI021789	البصرة	TOPO_PR
TI021789	30.53302@47.79747	TOID_PR
TI021790	500	DEATH_AH
TI021790	NoToponym	TOPO_NO
TI021791	500	DEATH_AH
TI021791	NoToponym	TOPO_NO
TI021792	500	DEATH_AH
TI021792	NoToponym	TOPO_NO
TI021793	500	DEATH_AH
TI021793	NoToponym	TOPO_NO
TI021794	500	DEATH_AH
TI021794	NoToponym	TOPO_NO
TI021795	500	DEATH_AH
TI021795	NoToponym	TOPO_NO
TI021796	500	DEATH_AH
TI021796	NoToponym	TOPO_NO
TI021797	500	DEATH_AH
TI021797	NoToponym	TOPO_NO
TI021798	500	DEATH_AH
TI021798	NoToponym	TOPO_NO
TI021799	500	DEATH_AH
TI021799	NoToponym	TOPO_NO
TI021800	500	DEATH_AH
TI021800	NoToponym	TOPO_NO
TI021801	500	DEATH_AH
TI021801	NoToponym	TOPO_NO
TI021802	500	DEATH_AH
TI021802	NoToponym	TOPO_NO
TI021803	500	DEATH_AH
TI021803	NoToponym	TOPO_NO
TI021804	500	DEATH_AH
TI021804	واسط	TOPO_PR
TI021804	32.5128@45.81817	TOID_PR
TI021805	500	DEATH_AH
TI021805	نيسابور	TOPO_PR
TI021805	36.21329@58.79576	TOID_PR
TI021806	500	DEATH_AH
TI021806	مكة	TOPO_PR
TI021806	21.416667@39.816667	TOID_PR
TI021807	500	DEATH_AH
TI021807	NoToponym	TOPO_NO
TI021808	500	DEATH_AH
TI021808	NoToponym	TOPO_NO
TI021809	500	DEATH_AH
TI021809	NoToponym	TOPO_NO
TI021810	500	DEATH_AH
TI021810	NoToponym	TOPO_NO
TI021811	500	DEATH_AH
TI021811	الاندلس	TOPO_SE
TI021811	39.578597@-3.735352	TOID_SE
TI021811	المرية	TOPO_PR
TI021811	36.83814@-2.45974	TOID_PR
TI021812	500	DEATH_AH
TI021812	NoToponym	TOPO_NO
TI021813	500	DEATH_AH
TI021813	المرية	TOPO_PR
TI021813	36.83814@-2.45974	TOID_PR
TI021814	500	DEATH_AH
TI021814	NoToponym	TOPO_NO
TI021815	500	DEATH_AH
TI021815	بغداد	TOPO_PR
TI021815	33.340309@44.344082	TOID_PR
TI021816	500	DEATH_AH
TI021816	همذان	TOPO_PR
TI021816	34.79922@48.51456	TOID_PR
TI021817	500	DEATH_AH
TI021817	NoToponym	TOPO_NO
TI021912	510	DEATH_AH
TI021912	NoToponym	TOPO_NO
TI021913	510	DEATH_AH
TI021913	طرابلس	TOPO_SE
TI021913	32.87519@13.18746	TOID_SE
TI021913	الكوفة	TOPO_PR
TI021913	32.03472@44.40333	TOID_PR
TI021913	مصر	TOPO_SE
TI021913	30.08383@31.231384	TOID_SE
TI021913	طرابلس	TOPO_SE
TI021913	34.436476@35.833969	TOID_SE
TI021913	بغداد	TOPO_SE
TI021913	33.340309@44.344082	TOID_SE
TI021913	دمشق	TOPO_SE
TI021913	33.511603@36.306633	TOID_SE
TI021914	510	DEATH_AH
TI021914	NoToponym	TOPO_NO
TI021915	510	DEATH_AH
TI021915	بغداد	TOPO_PR
TI021915	33.340309@44.344082	TOID_PR
TI021916	510	DEATH_AH
TI021916	اصبهان	TOPO_SE
TI021916	32.65722@51.67761	TOID_SE
TI021916	مرو	TOPO_PR
TI021916	37.662631@62.191501	TOID_PR
TI021916	نيسابور	TOPO_SE
TI021916	36.21329@58.79576	TOID_SE
TI021916	بخارى	TOPO_SE
TI021916	39.77472@64.42861	TOID_SE
TI021917	510	DEATH_AH
TI021917	NoToponym	TOPO_NO
TI021918	510	DEATH_AH
TI021918	المهدية	TOPO_SE
TI021918	35.502446@11.045721	TOID_SE
TI021918	مراكش	TOPO_SE
TI021918	31.63416@-7.99994	TOID_SE
TI021918	افريقية	TOPO_PR
TI021918	35.109125@9.624023	TOID_PR
TI021919	510	DEATH_AH
TI021919	NoToponym	TOPO_NO
TI021920	510	DEATH_AH
TI021920	NoToponym	TOPO_NO
TI021921	510	DEATH_AH
TI021921	NoToponym	TOPO_NO
TI021922	510	DEATH_AH
TI021922	الحلة	TOPO_PR
TI021922	32.46367@44.41963	TOID_PR
TI021922	بغداد	TOPO_SE
TI021922	33.340309@44.344082	TOID_SE
TI021923	510	DEATH_AH
TI021923	همذان	TOPO_PR
TI021923	34.79922@48.51456	TOID_PR
TI021924	510	DEATH_AH
TI021924	NoToponym	TOPO_NO
TI021925	510	DEATH_AH
TI021925	NoToponym	TOPO_NO
TI021926	510	DEATH_AH
TI021926	اشبيلية	TOPO_PR
TI021926	37.38241@-5.97613	TOID_PR
TI021927	510	DEATH_AH
TI021927	NoToponym	TOPO_NO
TI021928	510	DEATH_AH
TI021928	الموصل	TOPO_PR
TI021928	36.335@43.11889	TOID_PR
TI021929	510	DEATH_AH
TI021929	NoToponym	TOPO_NO
TI021930	510	DEATH_AH
TI021930	همذان	TOPO_PR
TI021930	34.79922@48.51456	TOID_PR
TI021931	510	DEATH_AH
TI021931	سبتة	TOPO_PR
TI021931	35.89028@-5.3075	TOID_PR
TI021932	510	DEATH_AH
TI021932	امل	TOPO_PR
TI021932	36.46961@52.35072	TOID_PR
TI021932	طبرستان	TOPO_SE
TI021932	36.318666@52.844238	TOID_SE
TI021932	المدينة	TOPO_SE
TI021932	24.46861@39.61417	TOID_SE
TI021932	امل	TOPO_PR
TI021932	39.085411@63.535995	TOID_PR
TI021932	مكة	TOPO_SE
TI021932	21.416667@39.816667	TOID_SE
TI021933	510	DEATH_AH
TI021933	NoToponym	TOPO_NO
TI021934	510	DEATH_AH
TI021934	تكريت	TOPO_SE
TI021934	34.604328@43.68557	TOID_SE
TI021934	بغداد	TOPO_SE
TI021934	33.340309@44.344082	TOID_SE
TI021934	الموصل	TOPO_SE
TI021934	36.335@43.11889	TOID_SE
TI021934	البوازيج	TOPO_PR
TI021934	35.270402@43.507233	TOID_PR
TI021935	510	DEATH_AH
TI021935	NoToponym	TOPO_NO
TI021936	510	DEATH_AH
TI021936	NoToponym	TOPO_NO
TI021937	510	DEATH_AH
TI021937	دمشق	TOPO_PR
TI021937	33.511603@36.306633	TOID_PR
TI021938	510	DEATH_AH
TI021938	بغداد	TOPO_PR
TI021938	33.340309@44.344082	TOID_PR
TI021939	510	DEATH_AH
TI021939	NoToponym	TOPO_NO
TI021940	510	DEATH_AH
TI021940	اصبهان	TOPO_PR
TI021940	32.65722@51.67761	TOID_PR
TI021941	510	DEATH_AH
TI021941	بغداد	TOPO_PR
TI021941	33.340309@44.344082	TOID_PR
TI021942	510	DEATH_AH
TI021942	NoToponym	TOPO_NO
TI021943	510	DEATH_AH
TI021943	NoToponym	TOPO_NO
TI021944	510	DEATH_AH
TI021944	بغداد	TOPO_SE
TI021944	33.340309@44.344082	TOID_SE
TI021944	مكة	TOPO_SE
TI021944	21.416667@39.816667	TOID_SE
TI021944	اصبهان	TOPO_PR
TI021944	32.65722@51.67761	TOID_PR
TI021945	510	DEATH_AH
TI021945	بغداد	TOPO_PR
TI021945	33.340309@44.344082	TOID_PR
TI021946	510	DEATH_AH
TI021946	NoToponym	TOPO_NO
TI021947	510	DEATH_AH
TI021947	NoToponym	TOPO_NO
TI021948	510	DEATH_AH
TI021948	ما وراء النهر	TOPO_PR
TI021948	39.573516@65.665283	TOID_PR
TI021949	510	DEATH_AH
TI021949	طليطلة	TOPO_PR
TI021949	39.8581@-4.02263	TOID_PR
TI021950	510	DEATH_AH
TI021950	NoToponym	TOPO_NO
TI021951	510	DEATH_AH
TI021951	بلنسية	TOPO_PR
TI021951	39.46975@-0.37739	TOID_PR
TI021952	510	DEATH_AH
TI021952	مرو	TOPO_PR
TI021952	37.662631@62.191501	TOID_PR
TI021952	غزنة	TOPO_SE
TI021952	33.55356@68.42689	TOID_SE
TI021952	بخارى	TOPO_SE
TI021952	39.77472@64.42861	TOID_SE
TI021952	امل	TOPO_SE
TI021952	36.46961@52.35072	TOID_SE
TI021952	امل	TOPO_SE
TI021952	39.085411@63.535995	TOID_SE
TI021952	طبرستان	TOPO_SE
TI021952	36.318666@52.844238	TOID_SE
TI021952	الري	TOPO_SE
TI021952	35.69439@51.42151	TOID_SE
TI021953	510	DEATH_AH
TI021953	بغداد	TOPO_SE
TI021953	33.340309@44.344082	TOID_SE
TI021953	همذان	TOPO_PR
TI021953	34.79922@48.51456	TOID_PR
TI021954	510	DEATH_AH
TI021954	همذان	TOPO_SE
TI021954	34.79922@48.51456	TOID_SE
TI021954	اصبهان	TOPO_PR
TI021954	32.65722@51.67761	TOID_PR
TI021955	510	DEATH_AH
TI021955	NoToponym	TOPO_NO
TI021956	510	DEATH_AH
TI021956	بغداد	TOPO_PR
TI021956	33.340309@44.344082	TOID_PR
TI021957	510	DEATH_AH
TI021957	NoToponym	TOPO_NO
TI021958	510	DEATH_AH
TI021958	NoToponym	TOPO_NO
TI021959	510	DEATH_AH
TI021959	بخارى	TOPO_PR
TI021959	39.77472@64.42861	TOID_PR
TI021960	510	DEATH_AH
