BIO	TOPO	TYPE
TI021470	500	DEATH_AH
TI021470	نيسابور	TOPO_PR
TI021470	36.21329@58.79576	TOID_PR
TI021471	500	DEATH_AH
TI021471	نيسابور	TOPO_SE
TI021471	36.21329@58.79576	TOID_SE
TI021471	سمرقند	TOPO_SE
TI021471	39.65417@66.95972	TOID_SE
TI021471	بغداد	TOPO_PR
TI021471	33.340309@44.344082	TOID_PR
TI021472	500	DEATH_AH
TI021472	بلخ	TOPO_PR
TI021472	36.75635@66.8972	TOID_PR
TI021473	500	DEATH_AH
TI021473	NoToponym	TOPO_NO
TI021474	500	DEATH_AH
TI021474	الري	TOPO_SE
TI021474	35.69439@51.42151	TOID_SE
TI021474	بغداد	TOPO_SE
TI021474	33.340309@44.344082	TOID_SE
TI021474	بخارى	TOPO_PR
TI021474	39.77472@64.42861	TOID_PR
TI021475	500	DEATH_AH
TI021475	المشهد	TOPO_SE
TI021475	36.31559@59.56796	TOID_SE
TI021475	بغداد	TOPO_PR
TI021475	33.340309@44.344082	TOID_PR
TI021475	الكوفة	TOPO_SE
TI021475	32.03472@44.40333	TOID_SE
TI021476	500	DEATH_AH
TI021476	NoToponym	TOPO_NO
TI021477	500	DEATH_AH
TI021477	NoToponym	TOPO_NO
TI021478	500	DEATH_AH
TI021478	مصر	TOPO_SE
TI021478	30.08383@31.231384	TOID_SE
TI021478	العراق	TOPO_SE
TI021478	32.270413@45.032959	TOID_SE
TI021478	الشام	TOPO_PR
TI021478	34.672973@37.155762	TOID_PR
TI021479	500	DEATH_AH
TI021479	القدس	TOPO_SE
TI021479	31.76904@35.21633	TOID_SE
TI021479	دمشق	TOPO_PR
TI021479	33.511603@36.306633	TOID_PR
TI021480	500	DEATH_AH
TI021480	NoToponym	TOPO_NO
TI021481	500	DEATH_AH
TI021481	NoToponym	TOPO_NO
TI021482	500	DEATH_AH
TI021482	NoToponym	TOPO_NO
TI021483	500	DEATH_AH
TI021483	هراة	TOPO_PR
TI021483	34.34817@62.19967	TOID_PR
TI021484	500	DEATH_AH
TI021484	الري	TOPO_SE
TI021484	35.69439@51.42151	TOID_SE
TI021484	همذان	TOPO_SE
TI021484	34.79922@48.51456	TOID_SE
TI021484	نيسابور	TOPO_PR
TI021484	36.21329@58.79576	TOID_PR
TI021484	اصبهان	TOPO_SE
TI021484	32.65722@51.67761	TOID_SE
TI021484	بغداد	TOPO_SE
TI021484	33.340309@44.344082	TOID_SE
TI021485	500	DEATH_AH
TI021485	القدس	TOPO_PR
TI021485	31.76904@35.21633	TOID_PR
TI021486	500	DEATH_AH
TI021486	NoToponym	TOPO_NO
TI021487	500	DEATH_AH
TI021487	نيسابور	TOPO_PR
TI021487	36.21329@58.79576	TOID_PR
TI021488	500	DEATH_AH
TI021488	مصر	TOPO_PR
TI021488	30.08383@31.231384	TOID_PR
TI021488	القاهرة	TOPO_SE
TI021488	30.028239@31.253486	TOID_SE
TI021488	نصيبين	TOPO_SE
TI021488	37.0778@41.2178	TOID_SE
TI021489	500	DEATH_AH
TI021489	الموصل	TOPO_PR
TI021489	36.335@43.11889	TOID_PR
TI021490	500	DEATH_AH
TI021490	NoToponym	TOPO_NO
TI021491	500	DEATH_AH
TI021491	NoToponym	TOPO_NO
TI021492	500	DEATH_AH
TI021492	فارس	TOPO_PR
TI021492	29.079216@52.756348	TOID_PR
TI021493	500	DEATH_AH
TI021493	NoToponym	TOPO_NO
TI021494	500	DEATH_AH
TI021494	القدس	TOPO_PR
TI021494	31.76904@35.21633	TOID_PR
TI021495	500	DEATH_AH
TI021495	NoToponym	TOPO_NO
TI021496	500	DEATH_AH
TI021496	البصرة	TOPO_SE
TI021496	30.53302@47.79747	TOID_SE
TI021496	بغداد	TOPO_SE
TI021496	33.340309@44.344082	TOID_SE
TI021496	مرو	TOPO_SE
TI021496	37.662631@62.191501	TOID_SE
TI021496	اصبهان	TOPO_SE
TI021496	32.65722@51.67761	TOID_SE
TI021496	مصر	TOPO_SE
TI021496	30.08383@31.231384	TOID_SE
TI021496	نيسابور	TOPO_PR
TI021496	36.21329@58.79576	TOID_PR
TI021496	واسط	TOPO_SE
TI021496	32.5128@45.81817	TOID_SE
TI021497	500	DEATH_AH
TI021497	القدس	TOPO_PR
TI021497	31.76904@35.21633	TOID_PR
TI021498	500	DEATH_AH
TI021498	NoToponym	TOPO_NO
TI021499	500	DEATH_AH
TI021499	شيراز	TOPO_PR
TI021499	29.61031@52.53114	TOID_PR
TI021499	اصبهان	TOPO_SE
TI021499	32.65722@51.67761	TOID_SE
TI021500	500	DEATH_AH
TI021500	NoToponym	TOPO_NO
TI021501	500	DEATH_AH
TI021501	خراسان	TOPO_PR
TI021501	36.564365@58.831787	TOID_PR
TI021502	500	DEATH_AH
TI021502	بغداد	TOPO_PR
TI021502	33.340309@44.344082	TOID_PR
TI021503	500	DEATH_AH
TI021503	البصرة	TOPO_PR
TI021503	30.53302@47.79747	TOID_PR
TI021504	500	DEATH_AH
TI021504	رندة	TOPO_PR
TI021504	36.74231@-5.16709	TOID_PR
TI021505	500	DEATH_AH
TI021505	انطاكية	TOPO_SE
TI021505	36.20655@36.15722	TOID_SE
TI021505	طرابلس	TOPO_SE
TI021505	32.87519@13.18746	TOID_SE
TI021505	آمد	TOPO_SE
TI021505	37.91583@40.21889	TOID_SE
TI021505	الكوفة	TOPO_SE
TI021505	32.03472@44.40333	TOID_SE
TI021505	عسقلان	TOPO_SE
TI021505	31.66926@34.57149	TOID_SE
TI021505	البصرة	TOPO_SE
TI021505	30.53302@47.79747	TOID_SE
TI021505	القدس	TOPO_PR
TI021505	31.76904@35.21633	TOID_PR
TI021505	بغداد	TOPO_SE
TI021505	33.340309@44.344082	TOID_SE
TI021505	دمشق	TOPO_SE
TI021505	33.511603@36.306633	TOID_SE
TI021505	صور	TOPO_SE
TI021505	33.27333@35.19389	TOID_SE
TI021505	مرو	TOPO_SE
TI021505	37.662631@62.191501	TOID_SE
TI021505	طرابلس	TOPO_SE
TI021505	34.436476@35.833969	TOID_SE
TI021505	الموصل	TOPO_SE
TI021505	36.335@43.11889	TOID_SE
TI021505	مصر	TOPO_SE
TI021505	30.08383@31.231384	TOID_SE
TI021505	همذان	TOPO_SE
TI021505	34.79922@48.51456	TOID_SE
TI021505	تكريت	TOPO_SE
TI021505	34.604328@43.68557	TOID_SE
TI021505	واسط	TOPO_SE
TI021505	32.5128@45.81817	TOID_SE
TI021505	فارس	TOPO_SE
TI021505	29.079216@52.756348	TOID_SE
TI021506	500	DEATH_AH
TI021506	رندة	TOPO_SE
TI021506	36.74231@-5.16709	TOID_SE
TI021506	اصبهان	TOPO_PR
TI021506	32.65722@51.67761	TOID_PR
TI021507	500	DEATH_AH
TI021507	NoToponym	TOPO_NO
TI021508	500	DEATH_AH
TI021508	دمشق	TOPO_PR
TI021508	33.511603@36.306633	TOID_PR
TI021509	500	DEATH_AH
TI021509	بغداد	TOPO_PR
TI021509	33.340309@44.344082	TOID_PR
TI021510	500	DEATH_AH
TI021510	القدس	TOPO_PR
TI021510	31.76904@35.21633	TOID_PR
TI021511	500	DEATH_AH
TI021511	NoToponym	TOPO_NO
TI021512	500	DEATH_AH
TI021512	جيلان	TOPO_PR
TI021512	37.301149@49.592285	TOID_PR
TI021513	500	DEATH_AH
TI021513	بغداد	TOPO_PR
TI021513	33.340309@44.344082	TOID_PR
TI021514	500	DEATH_AH
TI021514	البحرين	TOPO_SE
TI021514	26.159383@49.592285	TOID_SE
TI021514	جيان	TOPO_SE
TI021514	37.765739@-3.789518	TOID_SE
TI021514	سرقسطة	TOPO_PR
TI021514	41.656831@-0.87991	TOID_PR
TI021514	جدة	TOPO_SE
TI021514	21.543489@39.172989	TOID_SE
TI021514	اليمن	TOPO_SE
TI021514	14.953277@44.868164	TOID_SE
TI021514	بغداد	TOPO_SE
TI021514	33.340309@44.344082	TOID_SE
TI021515	500	DEATH_AH
TI021515	NoToponym	TOPO_NO
TI021516	500	DEATH_AH
TI021516	NoToponym	TOPO_NO
TI021517	500	DEATH_AH
TI021517	اصبهان	TOPO_PR
TI021517	32.65722@51.67761	TOID_PR
TI021518	500	DEATH_AH
TI021518	NoToponym	TOPO_NO
TI021519	500	DEATH_AH
TI021519	قرطبة	TOPO_SE
TI021519	37.88333@-4.76667	TOID_SE
TI021519	الاندلس	TOPO_PR
TI021519	39.578597@-3.735352	TOID_PR
TI021520	500	DEATH_AH
TI021520	NoToponym	TOPO_NO
TI021521	500	DEATH_AH
TI021521	NoToponym	TOPO_NO
TI021522	500	DEATH_AH
TI021522	ريدة	TOPO_PR
TI021522	15.81421@44.04085	TOID_PR
TI021523	500	DEATH_AH
TI021523	رندة	TOPO_PR
TI021523	36.74231@-5.16709	TOID_PR
TI021524	500	DEATH_AH
TI021524	العراق	TOPO_SE
TI021524	32.270413@45.032959	TOID_SE
TI021524	مصر	TOPO_SE
TI021524	30.08383@31.231384	TOID_SE
TI021524	اصبهان	TOPO_PR
TI021524	32.65722@51.67761	TOID_PR
TI021524	البصرة	TOPO_SE
TI021524	30.53302@47.79747	TOID_SE
TI021525	500	DEATH_AH
TI021525	البصرة	TOPO_SE
TI021525	30.53302@47.79747	TOID_SE
TI021525	اصبهان	TOPO_SE
TI021525	32.65722@51.67761	TOID_SE
TI021525	بغداد	TOPO_PR
TI021525	33.340309@44.344082	TOID_PR
TI021526	500	DEATH_AH
TI021526	NoToponym	TOPO_NO
TI021527	500	DEATH_AH
TI021527	اصبهان	TOPO_SE
TI021527	32.65722@51.67761	TOID_SE
TI021527	بغداد	TOPO_PR
TI021527	33.340309@44.344082	TOID_PR
TI021528	500	DEATH_AH
TI021528	وشقة	TOPO_PR
TI021528	42.13615@-0.4087	TOID_PR
TI021529	500	DEATH_AH
TI021529	NoToponym	TOPO_NO
TI021530	500	DEATH_AH
TI021530	اصبهان	TOPO_PR
TI021530	32.65722@51.67761	TOID_PR
TI021530	بغداد	TOPO_SE
TI021530	33.340309@44.344082	TOID_SE
TI021531	500	DEATH_AH
TI021531	NoToponym	TOPO_NO
TI021532	500	DEATH_AH
TI021532	NoToponym	TOPO_NO
TI021533	500	DEATH_AH
TI021533	خراسان	TOPO_PR
TI021533	36.564365@58.831787	TOID_PR
TI021534	500	DEATH_AH
TI021534	NoToponym	TOPO_NO
TI021535	500	DEATH_AH
TI021535	مصر	TOPO_SE
TI021535	30.08383@31.231384	TOID_SE
TI021535	العراق	TOPO_SE
TI021535	32.270413@45.032959	TOID_SE
TI021535	الشام	TOPO_SE
TI021535	34.672973@37.155762	TOID_SE
TI021535	قرطبة	TOPO_PR
TI021535	37.88333@-4.76667	TOID_PR
TI021536	500	DEATH_AH
TI021536	بغداد	TOPO_SE
TI021536	33.340309@44.344082	TOID_SE
TI021536	البصرة	TOPO_SE
TI021536	30.53302@47.79747	TOID_SE
TI021536	دمياط	TOPO_SE
TI021536	31.417539@31.814443	TOID_SE
TI021536	آمد	TOPO_SE
TI021536	37.91583@40.21889	TOID_SE
TI021536	مصر	TOPO_PR
TI021536	30.08383@31.231384	TOID_PR
TI021536	تنيس	TOPO_SE
TI021536	31.232531@32.107544	TOID_SE
TI021536	الشام	TOPO_SE
TI021536	34.672973@37.155762	TOID_SE
TI021536	دمشق	TOPO_SE
TI021536	33.511603@36.306633	TOID_SE
TI021537	500	DEATH_AH
TI021537	NoToponym	TOPO_NO
TI021538	500	DEATH_AH
TI021538	NoToponym	TOPO_NO
TI021539	500	DEATH_AH
TI021539	NoToponym	TOPO_NO
TI021540	500	DEATH_AH
TI021540	مكة	TOPO_SE
TI021540	21.416667@39.816667	TOID_SE
TI021540	بغداد	TOPO_PR
TI021540	33.340309@44.344082	TOID_PR
TI021541	500	DEATH_AH
TI021541	NoToponym	TOPO_NO
TI021542	500	DEATH_AH
TI021542	بغداد	TOPO_PR
TI021542	33.340309@44.344082	TOID_PR
TI021543	500	DEATH_AH
TI021543	NoToponym	TOPO_NO
TI021544	500	DEATH_AH
TI021544	بغداد	TOPO_PR
TI021544	33.340309@44.344082	TOID_PR
TI021545	500	DEATH_AH
TI021545	NoToponym	TOPO_NO
TI021546	500	DEATH_AH
TI021546	NoToponym	TOPO_NO
TI021547	500	DEATH_AH
TI021547	NoToponym	TOPO_NO
TI021548	500	DEATH_AH
TI021548	اصبهان	TOPO_PR
TI021548	32.65722@51.67761	TOID_PR
TI021549	500	DEATH_AH
TI021549	NoToponym	TOPO_NO
TI021550	500	DEATH_AH
TI021550	بخارى	TOPO_SE
TI021550	39.77472@64.42861	TOID_SE
TI021550	ما وراء النهر	TOPO_PR
TI021550	39.573516@65.665283	TOID_PR
TI021551	500	DEATH_AH
TI021551	غرناطة	TOPO_PR
TI021551	37.18817@-3.60667	TOID_PR
TI021551	مصر	TOPO_SE
TI021551	30.08383@31.231384	TOID_SE
TI021552	500	DEATH_AH
TI021552	NoToponym	TOPO_NO
TI021553	500	DEATH_AH
TI021553	NoToponym	TOPO_NO
TI021554	500	DEATH_AH
TI021554	الاسكندرية	TOPO_PR
TI021554	31.21564@29.95527	TOID_PR
TI021555	500	DEATH_AH
TI021555	الحلة	TOPO_PR
TI021555	32.46367@44.41963	TOID_PR
TI021555	بغداد	TOPO_SE
TI021555	33.340309@44.344082	TOID_SE
TI021556	500	DEATH_AH
TI021556	NoToponym	TOPO_NO
TI021557	500	DEATH_AH
TI021557	نيسابور	TOPO_PR
TI021557	36.21329@58.79576	TOID_PR
TI021558	500	DEATH_AH
TI021558	NoToponym	TOPO_NO
TI021559	500	DEATH_AH
TI021559	NoToponym	TOPO_NO
TI021560	500	DEATH_AH
TI021560	NoToponym	TOPO_NO
TI021561	500	DEATH_AH
TI021561	بخارى	TOPO_SE
TI021561	39.77472@64.42861	TOID_SE
TI021561	سمرقند	TOPO_SE
TI021561	39.65417@66.95972	TOID_SE
TI021561	ما وراء النهر	TOPO_PR
TI021561	39.573516@65.665283	TOID_PR
TI021562	500	DEATH_AH
TI021562	NoToponym	TOPO_NO
TI021563	500	DEATH_AH
TI021563	NoToponym	TOPO_NO
TI021564	500	DEATH_AH
TI021564	NoToponym	TOPO_NO
TI021565	500	DEATH_AH
TI021565	دمشق	TOPO_SE
TI021565	33.511603@36.306633	TOID_SE
TI021565	برقة	TOPO_PR
TI021565	31.990374@20.264282	TOID_PR
TI021566	500	DEATH_AH
TI021566	نيسابور	TOPO_PR
TI021566	36.21329@58.79576	TOID_PR
TI021567	500	DEATH_AH
TI021567	NoToponym	TOPO_NO
TI021568	500	DEATH_AH
TI021568	NoToponym	TOPO_NO
TI021569	500	DEATH_AH
TI021569	NoToponym	TOPO_NO
TI021570	500	DEATH_AH
TI021570	نيسابور	TOPO_PR
TI021570	36.21329@58.79576	TOID_PR
TI021571	500	DEATH_AH
TI021571	NoToponym	TOPO_NO
TI021572	500	DEATH_AH
TI021572	همذان	TOPO_PR
TI021572	34.79922@48.51456	TOID_PR
TI021572	مكة	TOPO_SE
TI021572	21.416667@39.816667	TOID_SE
TI021573	500	DEATH_AH
TI021573	NoToponym	TOPO_NO
TI021574	500	DEATH_AH
TI021574	NoToponym	TOPO_NO
TI021575	500	DEATH_AH
TI021575	NoToponym	TOPO_NO
TI021576	500	DEATH_AH
TI021576	بغداد	TOPO_SE
TI021576	33.340309@44.344082	TOID_SE
TI021576	خراسان	TOPO_PR
TI021576	36.564365@58.831787	TOID_PR
TI021576	مرو	TOPO_SE
TI021576	37.662631@62.191501	TOID_SE
TI021576	مروالروذ	TOPO_SE
TI021576	35.58408@63.32886	TOID_SE
TI021577	500	DEATH_AH
TI021577	مرو	TOPO_PR
TI021577	37.662631@62.191501	TOID_PR
TI021578	500	DEATH_AH
TI021578	NoToponym	TOPO_NO
TI021579	500	DEATH_AH
TI021579	NoToponym	TOPO_NO
TI021580	500	DEATH_AH
TI021580	NoToponym	TOPO_NO
TI021581	500	DEATH_AH
TI021581	NoToponym	TOPO_NO
TI021582	500	DEATH_AH
TI021582	مرو	TOPO_PR
TI021582	37.662631@62.191501	TOID_PR
TI021583	500	DEATH_AH
TI021583	NoToponym	TOPO_NO
TI021584	500	DEATH_AH
TI021584	همذان	TOPO_PR
TI021584	34.79922@48.51456	TOID_PR
TI021585	500	DEATH_AH
TI021585	NoToponym	TOPO_NO
TI021586	500	DEATH_AH
TI021586	بغداد	TOPO_PR
TI021586	33.340309@44.344082	TOID_PR
TI021586	نيسابور	TOPO_SE
TI021586	36.21329@58.79576	TOID_SE
TI021586	الحجاز	TOPO_SE
TI021586	23.285756@39.572754	TOID_SE
TI021587	500	DEATH_AH
TI021587	بغداد	TOPO_PR
TI021587	33.340309@44.344082	TOID_PR
TI021588	500	DEATH_AH
TI021588	بغداد	TOPO_PR
TI021588	33.340309@44.344082	TOID_PR
TI021589	500	DEATH_AH
TI021589	NoToponym	TOPO_NO
TI021590	500	DEATH_AH
TI021590	المدينة	TOPO_PR
TI021590	24.46861@39.61417	TOID_PR
TI021591	500	DEATH_AH
TI021591	NoToponym	TOPO_NO
TI021592	500	DEATH_AH
TI021592	بغداد	TOPO_SE
TI021592	33.340309@44.344082	TOID_SE
TI021592	مرو	TOPO_PR
TI021592	37.662631@62.191501	TOID_PR
TI021592	بخارى	TOPO_SE
TI021592	39.77472@64.42861	TOID_SE
TI021593	500	DEATH_AH
TI021593	بخارى	TOPO_PR
TI021593	39.77472@64.42861	TOID_PR
TI021594	500	DEATH_AH
TI021594	بغداد	TOPO_PR
TI021594	33.340309@44.344082	TOID_PR
TI021595	500	DEATH_AH
TI021595	NoToponym	TOPO_NO
TI021596	500	DEATH_AH
TI021596	NoToponym	TOPO_NO
TI021597	500	DEATH_AH
TI021597	مرو	TOPO_PR
TI021597	37.662631@62.191501	TOID_PR
TI021598	500	DEATH_AH
TI021598	العراق	TOPO_PR
TI021598	32.270413@45.032959	TOID_PR
TI021599	500	DEATH_AH
TI021599	بغداد	TOPO_PR
TI021599	33.340309@44.344082	TOID_PR
TI021599	الموصل	TOPO_SE
TI021599	36.335@43.11889	TOID_SE
TI021600	500	DEATH_AH
TI021600	NoToponym	TOPO_NO
TI021601	500	DEATH_AH
TI021601	NoToponym	TOPO_NO
TI021602	500	DEATH_AH
TI021602	NoToponym	TOPO_NO
TI021603	500	DEATH_AH
TI021603	NoToponym	TOPO_NO
TI021604	500	DEATH_AH
TI021604	NoToponym	TOPO_NO
TI021605	500	DEATH_AH
TI021605	المرية	TOPO_PR
TI021605	36.83814@-2.45974	TOID_PR
TI021606	500	DEATH_AH
TI021606	الموصل	TOPO_PR
TI021606	36.335@43.11889	TOID_PR
TI021607	500	DEATH_AH
TI021607	اصبهان	TOPO_SE
TI021607	32.65722@51.67761	TOID_SE
TI021607	بغداد	TOPO_SE
TI021607	33.340309@44.344082	TOID_SE
TI021607	الموصل	TOPO_PR
TI021607	36.335@43.11889	TOID_PR
TI021608	500	DEATH_AH
TI021608	NoToponym	TOPO_NO
TI021609	500	DEATH_AH
TI021609	NoToponym	TOPO_NO
TI021610	500	DEATH_AH
TI021610	NoToponym	TOPO_NO
TI021611	500	DEATH_AH
TI021611	اصبهان	TOPO_SE
TI021611	32.65722@51.67761	TOID_SE
TI021611	مكة	TOPO_PR
TI021611	21.416667@39.816667	TOID_PR
TI021611	بغداد	TOPO_SE
TI021611	33.340309@44.344082	TOID_SE
TI021612	500	DEATH_AH
TI021612	الشام	TOPO_SE
TI021612	34.672973@37.155762	TOID_SE
TI021612	انطاكية	TOPO_SE
TI021612	36.20655@36.15722	TOID_SE
TI021612	المعرة	TOPO_SE
TI021612	35.64903@36.680259	TOID_SE
TI021612	القاهرة	TOPO_SE
TI021612	30.028239@31.253486	TOID_SE
TI021612	مصر	TOPO_PR
TI021612	30.08383@31.231384	TOID_PR
TI021612	القدس	TOPO_SE
TI021612	31.76904@35.21633	TOID_SE
TI021612	الاسكندرية	TOPO_SE
TI021612	31.21564@29.95527	TOID_SE
TI021613	500	DEATH_AH
TI021613	حمص	TOPO_PR
TI021613	34.72682@36.72339	TOID_PR
TI021614	500	DEATH_AH
TI021614	بغداد	TOPO_PR
TI021614	33.340309@44.344082	TOID_PR
TI021614	الشام	TOPO_SE
TI021614	34.672973@37.155762	TOID_SE
TI021615	500	DEATH_AH
TI021615	NoToponym	TOPO_NO
TI021616	500	DEATH_AH
TI021616	بغداد	TOPO_SE
TI021616	33.340309@44.344082	TOID_SE
TI021616	اصبهان	TOPO_PR
TI021616	32.65722@51.67761	TOID_PR
TI021617	500	DEATH_AH
TI021617	بغداد	TOPO_PR
TI021617	33.340309@44.344082	TOID_PR
TI021618	500	DEATH_AH
TI021618	المرية	TOPO_SE
TI021618	36.83814@-2.45974	TOID_SE
TI021618	قرطبة	TOPO_PR
TI021618	37.88333@-4.76667	TOID_PR
TI021619	500	DEATH_AH
TI021619	NoToponym	TOPO_NO
TI021620	500	DEATH_AH
TI021620	NoToponym	TOPO_NO
TI021621	500	DEATH_AH
TI021621	هراة	TOPO_PR
TI021621	34.34817@62.19967	TOID_PR
TI021622	500	DEATH_AH
TI021622	سرقسطة	TOPO_PR
TI021622	41.656831@-0.87991	TOID_PR
TI021623	500	DEATH_AH
TI021623	مرو	TOPO_PR
TI021623	37.662631@62.191501	TOID_PR
TI021623	مروالروذ	TOPO_SE
TI021623	35.58408@63.32886	TOID_SE
TI021623	بغداد	TOPO_SE
TI021623	33.340309@44.344082	TOID_SE
TI021624	500	DEATH_AH
TI021624	قرطبة	TOPO_PR
TI021624	37.88333@-4.76667	TOID_PR
TI021625	500	DEATH_AH
TI021625	NoToponym	TOPO_NO
TI021626	500	DEATH_AH
TI021626	مكة	TOPO_PR
TI021626	21.416667@39.816667	TOID_PR
TI021626	غرناطة	TOPO_SE
TI021626	37.18817@-3.60667	TOID_SE
TI021627	500	DEATH_AH
TI021627	بخارى	TOPO_PR
TI021627	39.77472@64.42861	TOID_PR
TI021627	اصبهان	TOPO_SE
TI021627	32.65722@51.67761	TOID_SE
TI021627	نيسابور	TOPO_SE
TI021627	36.21329@58.79576	TOID_SE
TI021627	ما وراء النهر	TOPO_SE
TI021627	39.573516@65.665283	TOID_SE
TI021628	500	DEATH_AH
TI021628	بغداد	TOPO_PR
TI021628	33.340309@44.344082	TOID_PR
TI021628	مصر	TOPO_SE
TI021628	30.08383@31.231384	TOID_SE
TI021628	صور	TOPO_SE
TI021628	33.27333@35.19389	TOID_SE
TI021629	500	DEATH_AH
TI021629	NoToponym	TOPO_NO
TI021630	500	DEATH_AH
TI021630	NoToponym	TOPO_NO
TI021631	500	DEATH_AH
TI021631	نيسابور	TOPO_PR
TI021631	36.21329@58.79576	TOID_PR
TI021631	بغداد	TOPO_SE
TI021631	33.340309@44.344082	TOID_SE
TI021632	500	DEATH_AH
TI021632	بغداد	TOPO_PR
TI021632	33.340309@44.344082	TOID_PR
TI021633	500	DEATH_AH
TI021633	بغداد	TOPO_PR
TI021633	33.340309@44.344082	TOID_PR
TI021634	500	DEATH_AH
TI021634	الموصل	TOPO_PR
TI021634	36.335@43.11889	TOID_PR
TI021635	500	DEATH_AH
TI021635	بغداد	TOPO_PR
TI021635	33.340309@44.344082	TOID_PR
TI021636	500	DEATH_AH
TI021636	NoToponym	TOPO_NO
TI021637	500	DEATH_AH
TI021637	مكة	TOPO_PR
TI021637	21.416667@39.816667	TOID_PR
TI021638	500	DEATH_AH
TI021638	دمشق	TOPO_PR
TI021638	33.511603@36.306633	TOID_PR
TI021639	500	DEATH_AH
TI021639	NoToponym	TOPO_NO
TI021640	500	DEATH_AH
TI021640	نيسابور	TOPO_PR
TI021640	36.21329@58.79576	TOID_PR
TI021641	500	DEATH_AH
TI021641	NoToponym	TOPO_NO
TI021642	500	DEATH_AH
TI021642	NoToponym	TOPO_NO
TI021643	500	DEATH_AH
TI021643	اصبهان	TOPO_PR
TI021643	32.65722@51.67761	TOID_PR
TI021644	500	DEATH_AH
TI021644	العراق	TOPO_PR
TI021644	32.270413@45.032959	TOID_PR
TI021645	500	DEATH_AH
TI021645	خوي	TOPO_PR
TI021645	38.5503@44.9521	TOID_PR
TI021646	500	DEATH_AH
TI021646	المرية	TOPO_PR
TI021646	36.83814@-2.45974	TOID_PR
TI021647	500	DEATH_AH
TI021647	NoToponym	TOPO_NO
TI021648	500	DEATH_AH
TI021648	هراة	TOPO_PR
TI021648	34.34817@62.19967	TOID_PR
TI021649	500	DEATH_AH
TI021649	مراكش	TOPO_PR
TI021649	31.63416@-7.99994	TOID_PR
TI021650	500	DEATH_AH
TI021650	الاندلس	TOPO_PR
TI021650	39.578597@-3.735352	TOID_PR
TI021650	بلنسية	TOPO_SE
TI021650	39.46975@-0.37739	TOID_SE
TI021650	دانية	TOPO_SE
TI021650	38.84041@0.108668	TOID_SE
TI021651	500	DEATH_AH
TI021651	NoToponym	TOPO_NO
TI021652	500	DEATH_AH
TI021652	دمشق	TOPO_PR
TI021652	33.511603@36.306633	TOID_PR
TI021653	500	DEATH_AH
TI021653	طوس	TOPO_PR
TI021653	36.4849@59.4979	TOID_PR
TI021654	500	DEATH_AH
TI021654	NoToponym	TOPO_NO
TI021655	500	DEATH_AH
TI021655	شاطبة	TOPO_PR
TI021655	38.988257@-0.519859	TOID_PR
TI021656	500	DEATH_AH
TI021656	NoToponym	TOPO_NO
TI021657	500	DEATH_AH
TI021657	NoToponym	TOPO_NO
TI021658	500	DEATH_AH
TI021658	NoToponym	TOPO_NO
TI021659	500	DEATH_AH
TI021659	بغداد	TOPO_PR
TI021659	33.340309@44.344082	TOID_PR
TI021660	500	DEATH_AH
TI021660	NoToponym	TOPO_NO
TI021661	500	DEATH_AH
TI021661	ريدة	TOPO_PR
TI021661	15.81421@44.04085	TOID_PR
TI021662	500	DEATH_AH
TI021662	NoToponym	TOPO_NO
TI021663	500	DEATH_AH
TI021663	بغداد	TOPO_PR
TI021663	33.340309@44.344082	TOID_PR
TI021664	500	DEATH_AH
TI021664	اصبهان	TOPO_SE
TI021664	32.65722@51.67761	TOID_SE
TI021664	بغداد	TOPO_PR
TI021664	33.340309@44.344082	TOID_PR
TI021664	مرو	TOPO_SE
TI021664	37.662631@62.191501	TOID_SE
TI021664	قزوين	TOPO_SE
TI021664	36.2797@50.0049	TOID_SE
TI021665	500	DEATH_AH
TI021665	مصر	TOPO_PR
TI021665	30.08383@31.231384	TOID_PR
TI021665	مرسية	TOPO_SE
TI021665	37.98704@-1.13004	TOID_SE
TI021666	500	DEATH_AH
TI021666	نيسابور	TOPO_PR
TI021666	36.21329@58.79576	TOID_PR
TI021667	500	DEATH_AH
TI021667	دمشق	TOPO_PR
TI021667	33.511603@36.306633	TOID_PR
TI021668	500	DEATH_AH
TI021668	NoToponym	TOPO_NO
TI021669	500	DEATH_AH
TI021669	بغداد	TOPO_PR
TI021669	33.340309@44.344082	TOID_PR
TI021670	500	DEATH_AH
TI021670	بغداد	TOPO_PR
TI021670	33.340309@44.344082	TOID_PR
TI021671	500	DEATH_AH
TI021671	NoToponym	TOPO_NO
TI021672	500	DEATH_AH
TI021672	بغداد	TOPO_SE
TI021672	33.340309@44.344082	TOID_SE
TI021672	الموصل	TOPO_PR
TI021672	36.335@43.11889	TOID_PR
TI021673	500	DEATH_AH
TI021673	بغداد	TOPO_PR
TI021673	33.340309@44.344082	TOID_PR
TI021674	500	DEATH_AH
TI021674	امل	TOPO_SE
TI021674	36.46961@52.35072	TOID_SE
TI021674	امل	TOPO_SE
TI021674	39.085411@63.535995	TOID_SE
TI021674	دمشق	TOPO_PR
TI021674	33.511603@36.306633	TOID_PR
TI021674	بعلبك	TOPO_SE
TI021674	34.00583@36.21806	TOID_SE
TI021675	500	DEATH_AH
TI021675	نيسابور	TOPO_PR
TI021675	36.21329@58.79576	TOID_PR
TI021676	500	DEATH_AH
TI021676	NoToponym	TOPO_NO
TI021677	500	DEATH_AH
